Id,Subject,Clip,Label,ApexFrame
356,sub09,EP05_05,2,46
357,sub09,EP05_05,2,54
358,sub09,EP05_05,2,63
359,sub09,EP05_05,2,71
360,sub09,EP05_05,2,84
361,sub09,EP06_01f,4,66
362,sub09,EP06_01f,4,82
363,sub09,EP06_01f,4,99
364,sub09,EP06_01f,4,115
365,sub09,EP06_01f,4,144
366,sub09,EP06_02f,2,36
367,sub09,EP06_02f,2,50
368,sub09,EP06_02f,2,64
369,sub09,EP06_02f,2,78
370,sub09,EP06_02f,2,101
371,sub09,EP09_04,4,26
372,sub09,EP09_04,4,36
373,sub09,EP09_04,4,46
374,sub09,EP09_04,4,56
375,sub09,EP09_04,4,71
376,sub09,EP09_05,4,26
377,sub09,EP09_05,4,38
378,sub09,EP09_05,4,50
379,sub09,EP09_05,4,62
380,sub09,EP09_05,4,81
381,sub09,EP09f,2,26
382,sub09,EP09f,2,34
383,sub09,EP09f,2,43
384,sub09,EP09f,2,51
385,sub09,EP09f,2,64
386,sub09,EP13_01,4,31
387,sub09,EP13_01,4,40
388,sub09,EP13_01,4,50
389,sub09,EP13_01,4,59
390,sub09,EP13_01,4,74
391,sub09,EP13_02,1,71
392,sub09,EP13_02,1,77
393,sub09,EP13_02,1,83
394,sub09,EP13_02,1,89
395,sub09,EP13_02,1,96
396,sub09,EP15_05,2,56
397,sub09,EP15_05,2,64
398,sub09,EP15_05,2,72
399,sub09,EP15_05,2,80
400,sub09,EP15_05,2,91
401,sub09,EP17_08,4,6
402,sub09,EP17_08,4,14
403,sub09,EP17_08,4,22
404,sub09,EP17_08,4,30
405,sub09,EP17_08,4,41
406,sub09,EP18_03,3,11
407,sub09,EP18_03,3,17
408,sub09,EP18_03,3,24
409,sub09,EP18_03,3,30
410,sub09,EP18_03,3,39
411,sub10,EP06_01f,3,11
412,sub10,EP06_01f,3,20
413,sub10,EP06_01f,3,30
414,sub10,EP06_01f,3,39
415,sub10,EP06_01f,3,54
416,sub10,EP08_01f,3,76
417,sub10,EP08_01f,3,84
418,sub10,EP08_01f,3,93
419,sub10,EP08_01f,3,101
420,sub10,EP08_01f,3,114
421,sub10,EP10_01f,3,111
422,sub10,EP10_01f,3,117
423,sub10,EP10_01f,3,123
424,sub10,EP10_01f,3,129
425,sub10,EP10_01f,3,136
426,sub10,EP11_01,3,31
427,sub10,EP11_01,3,38
428,sub10,EP11_01,3,46
429,sub10,EP11_01,3,53
430,sub10,EP11_01,3,64
431,sub10,EP11_01f,3,36
432,sub10,EP11_01f,3,42
433,sub10,EP11_01f,3,49
434,sub10,EP11_01f,3,55
435,sub10,EP11_01f,3,64
436,sub10,EP12_02f,3,26
437,sub10,EP12_02f,3,32
438,sub10,EP12_02f,3,39
439,sub10,EP12_02f,3,45
440,sub10,EP12_02f,3,54
441,sub10,EP12_03f,3,26
442,sub10,EP12_03f,3,38
443,sub10,EP12_03f,3,50
444,sub10,EP12_03f,3,62
445,sub10,EP12_03f,3,81
446,sub10,EP12_04,3,61
447,sub10,EP12_04,3,70
448,sub10,EP12_04,3,79
449,sub10,EP12_04,3,88
450,sub10,EP12_04,3,101
451,sub10,EP13_01,1,11
452,sub10,EP13_01,1,21
453,sub10,EP13_01,1,32
454,sub10,EP13_01,1,42
455,sub10,EP13_01,1,59
456,sub10,EP13_02f,3,41
457,sub10,EP13_02f,3,55
458,sub10,EP13_02f,3,70
459,sub10,EP13_02f,3,84
460,sub10,EP13_02f,3,109
461,sub10,EP13_03f,3,11
462,sub10,EP13_03f,3,19
463,sub10,EP13_03f,3,27
464,sub10,EP13_03f,3,35
465,sub10,EP13_03f,3,46
466,sub10,EP16_02f,3,21
467,sub10,EP16_02f,3,30
468,sub10,EP16_02f,3,40
469,sub10,EP16_02f,3,49
470,sub10,EP16_02f,3,64
471,sub10,EP18_01f,3,11
472,sub10,EP18_01f,3,18
473,sub10,EP18_01f,3,26
474,sub10,EP18_01f,3,33
475,sub10,EP18_01f,3,44
476,sub10,EP19_04f,3,81
477,sub10,EP19_04f,3,82
478,sub10,EP19_04f,3,84
479,sub10,EP19_04f,3,84
480,sub10,EP19_04f,3,84
481,sub11,EP02_06f,3,71
482,sub11,EP02_06f,3,77
483,sub11,EP02_06f,3,83
484,sub11,EP02_06f,3,89
485,sub11,EP02_06f,3,96
486,sub11,EP08_01f,0,96
487,sub11,EP08_01f,0,102
488,sub11,EP08_01f,0,108
489,sub11,EP08_01f,0,114
490,sub11,EP08_01f,0,121
491,sub11,EP12_03f,3,91
492,sub11,EP12_03f,3,102
493,sub11,EP12_03f,3,113
494,sub11,EP12_03f,3,124
495,sub11,EP12_03f,3,141
496,sub11,EP13_02f,0,51
497,sub11,EP13_02f,0,64
498,sub11,EP13_02f,0,77
499,sub11,EP13_02f,0,90
500,sub11,EP13_02f,0,111
501,sub11,EP13_03f,0,6
502,sub11,EP13_03f,0,15
503,sub11,EP13_03f,0,25
504,sub11,EP13_03f,0,34
505,sub11,EP13_03f,0,49
506,sub11,EP13_05f,0,16
507,sub11,EP13_05f,0,26
508,sub11,EP13_05f,0,36
509,sub11,EP13_05f,0,46
510,sub11,EP13_05f,0,61
511,sub11,EP15_01f,3,56
512,sub11,EP15_01f,3,63
513,sub11,EP15_01f,3,71
514,sub11,EP15_01f,3,78
515,sub11,EP15_01f,3,89
516,sub11,EP15_04f,3,61
517,sub11,EP15_04f,3,65
518,sub11,EP15_04f,3,69
519,sub11,EP15_04f,3,73
520,sub11,EP15_04f,3,76
521,sub11,EP18_03f,3,56
522,sub11,EP18_03f,3,67
523,sub11,EP18_03f,3,78
524,sub11,EP18_03f,3,89
525,sub11,EP18_03f,3,106
526,sub11,EP19_03f,3,11
527,sub11,EP19_03f,3,28
528,sub11,EP19_03f,3,46
529,sub11,EP19_03f,3,63
530,sub11,EP19_03f,3,94
531,sub12,EP01_02,0,31
532,sub12,EP01_02,0,45
533,sub12,EP01_02,0,60
534,sub12,EP01_02,0,74
535,sub12,EP01_02,0,99
536,sub12,EP02_05,6,41
537,sub12,EP02_05,6,46
538,sub12,EP02_05,6,51
539,sub12,EP02_05,6,56
540,sub12,EP02_05,6,61
541,sub12,EP03_02,3,26
542,sub12,EP03_02,3,33
543,sub12,EP03_02,3,41
544,sub12,EP03_02,3,48
545,sub12,EP03_02,3,59
546,sub12,EP03_04,2,60
547,sub12,EP03_04,2,74
548,sub12,EP03_04,2,89
549,sub12,EP03_04,2,104
550,sub12,EP03_04,2,129
551,sub12,EP04_16,0,36
552,sub12,EP04_16,0,41
553,sub12,EP04_16,0,46
554,sub12,EP04_16,0,51
555,sub12,EP04_16,0,56
556,sub12,EP06_06,6,36
557,sub12,EP06_06,6,45
558,sub12,EP06_06,6,54
559,sub12,EP06_06,6,63
560,sub12,EP06_06,6,76
561,sub12,EP08_01,6,46
562,sub12,EP08_01,6,54
563,sub12,EP08_01,6,62
564,sub12,EP08_01,6,70
565,sub12,EP08_01,6,81
566,sub12,EP08_03,6,76
567,sub12,EP08_03,6,84
568,sub12,EP08_03,6,93
569,sub12,EP08_03,6,101
570,sub12,EP08_03,6,114
571,sub12,EP08_07,2,111
572,sub12,EP08_07,2,116
573,sub12,EP08_07,2,122
574,sub12,EP08_07,2,127
575,sub12,EP08_07,2,134
576,sub12,EP16_02,0,136
577,sub12,EP16_02,0,147
578,sub12,EP16_02,0,159
579,sub12,EP16_02,0,170
580,sub12,EP16_02,0,189
581,sub13,EP01_01,3,76
582,sub13,EP01_01,3,84
583,sub13,EP01_01,3,92
584,sub13,EP01_01,3,100
585,sub13,EP01_01,3,111
586,sub13,EP01_02,3,76
587,sub13,EP01_02,3,82
588,sub13,EP01_02,3,88
589,sub13,EP01_02,3,94
590,sub13,EP01_02,3,101
591,sub13,EP02_02,3,11
592,sub13,EP02_02,3,16
593,sub13,EP02_02,3,22
594,sub13,EP02_02,3,27
595,sub13,EP02_02,3,34
596,sub13,EP02_03,3,26
597,sub13,EP02_03,3,33
598,sub13,EP02_03,3,41
599,sub13,EP02_03,3,48
600,sub13,EP02_03,3,59
601,sub13,EP03_01,2,31
602,sub13,EP03_01,2,43
603,sub13,EP03_01,2,55
604,sub13,EP03_01,2,67
605,sub13,EP03_01,2,86
606,sub13,EP08_01,3,54
607,sub13,EP08_01,3,60
608,sub13,EP08_01,3,66
609,sub13,EP08_01,3,73
610,sub13,EP08_01,3,81
611,sub13,EP09_10,2,51
612,sub13,EP09_10,2,57
613,sub13,EP09_10,2,63
614,sub13,EP09_10,2,69
615,sub13,EP09_10,2,76
616,sub13,EP12_01,3,6
617,sub13,EP12_01,3,14
618,sub13,EP12_01,3,22
619,sub13,EP12_01,3,30
620,sub13,EP12_01,3,41
621,sub14,EP04_04f,3,11
622,sub14,EP04_04f,3,18
623,sub14,EP04_04f,3,26
624,sub14,EP04_04f,3,33
625,sub14,EP04_04f,3,44
626,sub14,EP09_03,2,6
627,sub14,EP09_03,2,11
628,sub14,EP09_03,2,17
629,sub14,EP09_03,2,22
630,sub14,EP09_03,2,29
631,sub14,EP09_04,2,21
632,sub14,EP09_04,2,32
633,sub14,EP09_04,2,43
634,sub14,EP09_04,2,54
635,sub14,EP09_04,2,71
636,sub14,EP09_06,2,11
637,sub14,EP09_06,2,21
638,sub14,EP09_06,2,32
639,sub14,EP09_06,2,42
640,sub14,EP09_06,2,59
641,sub15,EP03_02,2,16
642,sub15,EP03_02,2,23
643,sub15,EP03_02,2,31
644,sub15,EP03_02,2,38
645,sub15,EP03_02,2,49
646,sub15,EP04_02,6,21
647,sub15,EP04_02,6,27
648,sub15,EP04_02,6,33
649,sub15,EP04_02,6,39
650,sub15,EP04_02,6,46
651,sub15,EP08_02,0,21
652,sub15,EP08_02,0,28
653,sub15,EP08_02,0,36
654,sub15,EP08_02,0,43
655,sub15,EP08_02,0,54
656,sub16,EP01_05,2,66
657,sub16,EP01_05,2,75
658,sub16,EP01_05,2,84
659,sub16,EP01_05,2,93
660,sub16,EP01_05,2,106
661,sub16,EP01_09f,3,51
662,sub16,EP01_09f,3,57
663,sub16,EP01_09f,3,63
664,sub16,EP01_09f,3,69
665,sub16,EP01_09f,3,76
666,sub16,EP04_02f,2,181
667,sub16,EP04_02f,2,199
668,sub16,EP04_02f,2,218
669,sub16,EP04_02f,2,236
670,sub16,EP04_02f,2,269
671,sub17,EP01_06,2,81
672,sub17,EP01_06,2,83
673,sub17,EP01_06,2,85
674,sub17,EP01_06,2,86
675,sub17,EP01_06,2,86
676,sub17,EP01_13,6,76
677,sub17,EP01_13,6,88
678,sub17,EP01_13,6,101
679,sub17,EP01_13,6,113
680,sub17,EP01_13,6,134
681,sub17,EP01_15,2,86
682,sub17,EP01_15,2,90
683,sub17,EP01_15,2,94
684,sub17,EP01_15,2,98
685,sub17,EP01_15,2,101
686,sub17,EP02_01,0,91
687,sub17,EP02_01,0,97
688,sub17,EP02_01,0,104
689,sub17,EP02_01,0,110
690,sub17,EP02_01,0,119
691,sub17,EP02_03,0,81
692,sub17,EP02_03,0,87
693,sub17,EP02_03,0,94
694,sub17,EP02_03,0,100
695,sub17,EP02_03,0,109
696,sub17,EP02_11,0,161
697,sub17,EP02_11,0,166
698,sub17,EP02_11,0,171
699,sub17,EP02_11,0,176
700,sub17,EP02_11,0,181
701,sub17,EP02_18f,4,91
702,sub17,EP02_18f,4,100
703,sub17,EP02_18f,4,110
704,sub17,EP02_18f,4,119
705,sub17,EP02_18f,4,134
706,sub17,EP03_02,0,118
707,sub17,EP03_02,0,123
708,sub17,EP03_02,0,128
709,sub17,EP03_02,0,133
710,sub17,EP03_02,0,139
711,sub17,EP03_09,2,96
712,sub17,EP03_09,2,104
713,sub17,EP03_09,2,112
714,sub17,EP03_09,2,120
715,sub17,EP03_09,2,132
716,sub17,EP05_02,2,25
717,sub17,EP05_02,2,39
718,sub17,EP05_02,2,53
719,sub17,EP05_02,2,67
720,sub17,EP05_02,2,91
721,sub17,EP05_03,2,21
722,sub17,EP05_03,2,29
723,sub17,EP05_03,2,37
724,sub17,EP05_03,2,45
725,sub17,EP05_03,2,56
726,sub17,EP05_03f,4,11
727,sub17,EP05_03f,4,21
728,sub17,EP05_03f,4,32
729,sub17,EP05_03f,4,42
730,sub17,EP05_03f,4,59
731,sub17,EP05_04,4,6
732,sub17,EP05_04,4,13
733,sub17,EP05_04,4,21
734,sub17,EP05_04,4,28
735,sub17,EP05_04,4,39
736,sub17,EP05_09,4,121
737,sub17,EP05_09,4,126
738,sub17,EP05_09,4,132
739,sub17,EP05_09,4,137
740,sub17,EP05_09,4,144
741,sub17,EP05_10,4,111
742,sub17,EP05_10,4,115
743,sub17,EP05_10,4,120
744,sub17,EP05_10,4,124
745,sub17,EP05_10,4,129
746,sub17,EP06_04,0,71
747,sub17,EP06_04,0,76
748,sub17,EP06_04,0,81
749,sub17,EP06_04,0,86
750,sub17,EP06_04,0,91
751,sub17,EP06_07,2,216
752,sub17,EP06_07,2,218
753,sub17,EP06_07,2,221
754,sub17,EP06_07,2,224
755,sub17,EP06_07,2,225
756,sub17,EP06_08,4,156
757,sub17,EP06_08,4,164
758,sub17,EP06_08,4,173
759,sub17,EP06_08,4,181
760,sub17,EP06_08,4,194
761,sub17,EP07_01,0,21
762,sub17,EP07_01,0,32
763,sub17,EP07_01,0,43
764,sub17,EP07_01,0,54
765,sub17,EP07_01,0,71
766,sub17,EP08_02,0,21
767,sub17,EP08_02,0,31
768,sub17,EP08_02,0,41
769,sub17,EP08_02,0,51
770,sub17,EP08_02,0,66
771,sub17,EP08_03,3,51
772,sub17,EP08_03,3,55
773,sub17,EP08_03,3,60
774,sub17,EP08_03,3,64
775,sub17,EP08_03,3,69
776,sub17,EP10_06,4,104
777,sub17,EP10_06,4,108
778,sub17,EP10_06,4,112
779,sub17,EP10_06,4,117
780,sub17,EP10_06,4,121
781,sub17,EP11_01,0,9
782,sub17,EP11_01,0,14
783,sub17,EP11_01,0,19
784,sub17,EP11_01,0,25
785,sub17,EP11_01,0,31
786,sub17,EP11_02,0,36
787,sub17,EP11_02,0,46
788,sub17,EP11_02,0,56
789,sub17,EP11_02,0,66
790,sub17,EP11_02,0,81
791,sub17,EP12_03,4,131
792,sub17,EP12_03,4,137
793,sub17,EP12_03,4,143
794,sub17,EP12_03,4,149
795,sub17,EP12_03,4,156
796,sub17,EP13_01,3,146
797,sub17,EP13_01,3,150
798,sub17,EP13_01,3,155
799,sub17,EP13_01,3,159
800,sub17,EP13_01,3,164
801,sub17,EP13_03,0,51
802,sub17,EP13_03,0,57
803,sub17,EP13_03,0,64
804,sub17,EP13_03,0,70
805,sub17,EP13_03,0,79
806,sub17,EP13_04,0,86
807,sub17,EP13_04,0,90
808,sub17,EP13_04,0,95
809,sub17,EP13_04,0,99
810,sub17,EP13_04,0,104
811,sub17,EP13_06,0,86
812,sub17,EP13_06,0,91
813,sub17,EP13_06,0,97
814,sub17,EP13_06,0,102
815,sub17,EP13_06,0,109
816,sub17,EP13_09,2,6
817,sub17,EP13_09,2,15
818,sub17,EP13_09,2,24
819,sub17,EP13_09,2,33
820,sub17,EP13_09,2,46
821,sub17,EP15_01,5,81
822,sub17,EP15_01,5,86
823,sub17,EP15_01,5,92
824,sub17,EP15_01,5,97
825,sub17,EP15_01,5,104
826,sub17,EP15_03,5,319
827,sub17,EP15_03,5,323
828,sub17,EP15_03,5,328
829,sub17,EP15_03,5,333
830,sub17,EP15_03,5,338
831,sub17,EP15_04,4,109
832,sub17,EP15_04,4,114
833,sub17,EP15_04,4,119
834,sub17,EP15_04,4,125
835,sub17,EP15_04,4,131
836,sub17,EP15_05,3,21
837,sub17,EP15_05,3,27
838,sub17,EP15_05,3,34
839,sub17,EP15_05,3,40
840,sub17,EP15_05,3,49
841,sub17,EP16_01f,0,8
842,sub17,EP16_01f,0,13
843,sub17,EP16_01f,0,18
844,sub17,EP16_01f,0,23
845,sub17,EP16_01f,0,29
846,sub17,EP18_07,0,36
847,sub17,EP18_07,0,43
848,sub17,EP18_07,0,51
849,sub17,EP18_07,0,58
850,sub17,EP18_07,0,69
851,sub18,EP08_01,3,111
852,sub18,EP08_01,3,117
853,sub18,EP08_01,3,124
