Id,Subject,Clip,Label,ApexFrame
92,sub10,EP13_02f,3,109
93,sub10,EP13_03f,3,46
94,sub10,EP16_02f,3,64
95,sub10,EP18_01f,3,44
96,sub10,EP19_04f,3,84
97,sub11,EP02_06f,3,96
98,sub11,EP08_01f,0,121
99,sub11,EP12_03f,3,141
100,sub11,EP13_02f,0,111
101,sub11,EP13_03f,0,49
102,sub11,EP13_05f,0,61
103,sub11,EP15_01f,3,89
104,sub11,EP15_04f,3,76
105,sub11,EP18_03f,3,106
106,sub11,EP19_03f,3,94
107,sub12,EP01_02,0,99
108,sub12,EP02_05,6,61
109,sub12,EP03_02,3,59
110,sub12,EP03_04,2,129
111,sub12,EP04_16,0,56
112,sub12,EP06_06,6,76
113,sub12,EP08_01,6,81
114,sub12,EP08_03,6,114
115,sub12,EP08_07,2,134
116,sub12,EP16_02,0,189
117,sub13,EP01_01,3,111
118,sub13,EP01_02,3,101
119,sub13,EP02_02,3,34
120,sub13,EP02_03,3,59
121,sub13,EP03_01,2,86
122,sub13,EP08_01,3,81
123,sub13,EP09_10,2,76
124,sub13,EP12_01,3,41
125,sub14,EP04_04f,3,44
126,sub14,EP09_03,2,29
127,sub14,EP09_04,2,71
128,sub14,EP09_06,2,59
129,sub15,EP03_02,2,49
130,sub15,EP04_02,6,46
131,sub15,EP08_02,0,54
132,sub16,EP01_05,2,106
133,sub16,EP01_09f,3,76
134,sub16,EP04_02f,2,269
135,sub17,EP01_06,2,86
136,sub17,EP01_13,6,134
137,sub17,EP01_15,2,101
138,sub17,EP02_01,0,119
139,sub17,EP02_03,0,109
140,sub17,EP02_11,0,181
141,sub17,EP02_18f,4,134
142,sub17,EP03_02,0,139
143,sub17,EP03_09,2,132
144,sub17,EP05_02,2,91
145,sub17,EP05_03,2,56
146,sub17,EP05_03f,4,59
147,sub17,EP05_04,4,39
148,sub17,EP05_09,4,144
149,sub17,EP05_10,4,129
150,sub17,EP06_04,0,91
151,sub17,EP06_07,2,225
152,sub17,EP06_08,4,194
153,sub17,EP07_01,0,71
154,sub17,EP08_02,0,66
155,sub17,EP08_03,3,69
156,sub17,EP10_06,4,121
157,sub17,EP11_01,0,31
158,sub17,EP11_02,0,81
159,sub17,EP12_03,4,156
160,sub17,EP13_01,3,164
161,sub17,EP13_03,0,79
162,sub17,EP13_04,0,104
163,sub17,EP13_06,0,109
164,sub17,EP13_09,2,46
165,sub17,EP15_01,5,104
166,sub17,EP15_03,5,338
167,sub17,EP15_04,4,131
168,sub17,EP15_05,3,49
169,sub17,EP16_01f,0,29
170,sub17,EP18_07,0,69
171,sub18,EP08_01,3,139
172,sub18,EP18_01,3,91
173,sub18,EP19_01,3,121
174,sub19,EP01_01f,2,189
175,sub19,EP01_02f,2,61
176,sub19,EP02_01,6,119
177,sub19,EP06_01f,6,174
178,sub19,EP06_02f,3,264
179,sub19,EP08_02,2,119
180,sub19,EP11_01f,3,81
181,sub19,EP11_04f,6,96
182,sub19,EP13_01,0,104
183,sub19,EP15_03f,3,81
184,sub19,EP16_01,0,109
185,sub19,EP16_02,0,79
186,sub19,EP19_01,3,86
187,sub19,EP19_02,6,129
188,sub19,EP19_03,6,91
189,sub19,EP19_04,5,69
190,sub20,EP01_03,0,101
191,sub20,EP03_02,3,74
192,sub20,EP06_03,0,49
193,sub20,EP07_04,3,116
194,sub20,EP10_02,3,166
195,sub20,EP12_01,3,104
196,sub20,EP13_02,3,109
197,sub20,EP15_03f,3,129
198,sub20,EP16_04,3,106
199,sub20,EP18_03,3,90
200,sub21,EP01_07,3,21
201,sub21,EP05_02,4,141
202,sub22,EP01_12,4,119
203,sub22,EP13_08,4,216
204,sub23,EP02_01,2,86
205,sub23,EP03_14f,0,91
206,sub23,EP04_03f,4,91
207,sub23,EP05_24f,4,141
208,sub23,EP05_25f,0,86
209,sub23,EP07_01,3,64
210,sub23,EP12_02f,0,84
211,sub23,EP12_03,0,129
212,sub23,EP13_03,3,56
213,sub23,EP13_04,4,41
214,sub23,EP13_07f,3,64
215,sub23,EP17_01,3,114
216,sub24,EP01_08,0,69
217,sub24,EP02_02f,0,94
218,sub24,EP07_01,6,41
219,sub24,EP07_04f,6,24
220,sub24,EP08_02,3,156
221,sub24,EP10_01f,3,149
222,sub24,EP10_02,3,121
223,sub24,EP10_03,6,356
224,sub24,EP12_01,3,99
225,sub24,EP18_03,6,76
226,sub25,EP03_01,3,81
227,sub25,EP03_02,3,101
228,sub25,EP09_02,0,101
229,sub25,EP10_01,0,129
230,sub25,EP10_10,6,91
231,sub25,EP12_01,6,151
232,sub25,EP18_04f,0,116
233,sub26,EP03_10,2,149
234,sub26,EP07_28,3,51
235,sub26,EP07_37,3,119
236,sub26,EP08_04,3,79
237,sub26,EP09_04,0,56
238,sub26,EP09_09,0,76
239,sub26,EP13_01,3,29
240,sub26,EP13_02,2,54
241,sub26,EP13_11,0,59
242,sub26,EP15_01,5,61
243,sub26,EP16_01,0,54
244,sub26,EP18_44,0,36
245,sub26,EP18_46,3,46
246,sub26,EP18_47,0,49
247,sub26,EP18_49,0,54
248,sub26,EP18_50,0,99
249,sub26,EP18_51,0,64
